country,code,year,under_5,age_5_14,age_15_49,age_50_69,over_70,total_deaths,population,perc_of_pop_w_malaria,gdp_per_capita
China,CHN,2017,1,2,44,24,34,105,,0,15309
Colombia,COL,2017,7,3,14,6,7,37,,0.25,13255
Comoros,COM,2017,0,0,1,0,0,1,,0.2,1414
Congo,COG,2017,739,148,734,496,127,2244,,14.34,4881
Costa Rica,CRI,2017,0,0,0,0,0,0,,0,15525
Cote d'Ivoire,CIV,2017,8240,1179,3470,2354,1008,16251,,9.05,3601
Croatia,HRV,2017,0,0,0,0,0,0,,0,22670
Cuba,CUB,2017,0,0,0,0,0,0,,0,
Cyprus,CYP,2017,0,0,0,0,0,0,,0,32415
Czech Republic,CZE,2017,0,0,0,0,0,0,,0,32606
Democratic Republic of Congo,COD,2017,48656,5854,14902,9540,2274,81226,,20.8,808
Denmark,DNK,2017,0,0,0,0,0,0,,0,46683
Djibouti,DJI,2017,0,0,1,0,0,1,,1.05,
Dominica,DMA,2017,0,0,0,0,0,0,,0,9673
Dominican Republic,DOM,2017,0,0,1,0,0,1,,0,14601
East Asia,,2017,1,2,46,25,35,109,,0.01,
Eastern Europe,,2017,0,0,0,0,0,0,,0,
Eastern Sub-Saharan Africa,,2017,50246,7624,22470,13121,4175,97636,,7.13,
Ecuador,ECU,2017,0,0,3,1,2,6,,0.07,10582
Egypt,EGY,2017,0,0,0,0,0,0,,0,10550
El Salvador,SLV,2017,0,0,0,0,0,0,,0.01,7292
England,,2017,0,0,0,0,0,0,,0,
Equatorial Guinea,GNQ,2017,443,82,227,112,38,902,,27.16,22605
Eritrea,ERI,2017,2,1,7,1,0,11,,0.59,
Estonia,EST,2017,0,0,0,0,0,0,,0,29481
Ethiopia,ETH,2017,1065,198,971,419,130,2783,,0.88,1730
Fiji,FJI,2017,0,0,0,0,0,0,,0,8703
Finland,FIN,2017,0,0,0,0,0,0,,0,40586
France,FRA,2017,0,0,0,0,0,0,,0,38606
Gabon,GAB,2017,274,38,189,151,52,704,,14.5,16562
Gambia,GMB,2017,38,8,40,29,19,134,,0.8,1562
Georgia,GEO,2017,0,0,0,0,0,0,,0,9745
Germany,DEU,2017,0,0,0,0,0,0,,0,45229
Ghana,GHA,2017,6006,1141,5866,3969,1775,18757,,12.65,4228
Greece,GRC,2017,0,0,0,0,0,0,,0,24574
Greenland,GRL,2017,0,0,0,0,0,0,,0,
Grenada,GRD,2017,0,0,0,0,0,0,,0,13594
Guam,GUM,2017,0,0,0,0,0,0,,0,
Guatemala,GTM,2017,1,1,7,2,2,13,,0.2,7424
Guinea,GIN,2017,6746,903,1616,1379,712,11356,,22.59,1999
Guinea-Bissau,GNB,2017,83,14,71,44,22,234,,1.94,1549
Guyana,GUY,2017,1,1,8,3,1,14,,1.65,7435
Haiti,HTI,2017,1,0,6,1,1,9,,0.32,1653
High SDI,,2017,0,0,1,1,2,4,,0,
High-income,,2017,0,0,1,0,1,2,,0,
High-income Asia Pacific,,2017,0,0,1,0,1,2,,0.01,
High-middle SDI,,2017,102,68,314,104,80,668,,0.01,
Honduras,HND,2017,3,4,19,5,4,35,,0.17,4542
Hungary,HUN,2017,0,0,0,0,0,0,,0,26778
Iceland,ISL,2017,0,0,0,0,0,0,,0,46483
India,IND,2017,23000,10820,7435,5224,3234,49713,,0.55,6427
Indonesia,IDN,2017,352,222,3214,1378,1354,6520,,0.33,11189
Iran,IRN,2017,0,0,5,1,2,8,,0.01,19083
Iraq,IRQ,2017,0,0,0,0,0,0,,0,15664
Ireland,IRL,2017,0,0,0,0,0,0,,0,67335
Israel,ISR,2017,0,0,0,0,0,0,,0,33132
Italy,ITA,2017,0,0,0,0,0,0,,0,35220
Jamaica,JAM,2017,0,0,0,0,0,0,,0,8194
Japan,JPN,2017,0,0,0,0,0,0,,0,39002
Jordan,JOR,2017,0,0,0,0,0,0,,0,8337
Kazakhstan,KAZ,2017,0,0,0,0,0,0,,0,24056
Kenya,KEN,2017,1338,340,1648,1039,344,4709,,3.23,2993
Kiribati,KIR,2017,0,0,0,0,0,0,,0,1981
Kuwait,KWT,2017,0,0,0,0,0,0,,0,65531
Kyrgyzstan,KGZ,2017,0,0,0,0,0,0,,0,3393
Laos,LAO,2017,2,0,7,2,1,12,,0.76,6397
Latin America and Caribbean,,2017,20,15,106,39,32,212,,0.16,
Latvia,LVA,2017,0,0,0,0,0,0,,0,25064
Lebanon,LBN,2017,0,0,0,0,0,0,,0,13368
Lesotho,LSO,2017,0,0,0,0,0,0,,0,2851
Liberia,LBR,2017,1296,183,641,476,214,2810,,14.89,753
Libya,LBY,2017,0,0,0,0,0,0,,0,17882
Lithuania,LTU,2017,0,0,0,0,0,0,,0,29524
Low SDI,,2017,208776,30113,60974,39523,15169,354555,,5.67,
Low-middle SDI,,2017,142425,22427,42778,28867,13428,249925,,2.98,
Luxembourg,LUX,2017,0,0,0,0,0,0,,0,94278
Macedonia,MKD,2017,0,0,0,0,0,0,,0,13111
Madagascar,MDG,2017,2201,406,1835,1127,229,5798,,4.06,1416
Malawi,MWI,2017,2995,465,1878,1083,463,6884,,13.33,1095
Malaysia,MYS,2017,0,0,5,3,2,10,,0.08,26808
Maldives,MDV,2017,0,0,0,0,0,0,,0,15184
Mali,MLI,2017,19467,1467,1955,1454,737,25080,,16.49,2014
Malta,MLT,2017,0,0,0,0,0,0,,0,36513
Marshall Islands,MHL,2017,0,0,0,0,0,0,,0,3819
Mauritania,MRT,2017,86,19,62,68,37,272,,1.92,3598
Mauritius,MUS,2017,0,0,0,0,0,0,,0,20293
Mexico,MEX,2017,0,0,1,0,0,1,,0.01,17336
Micronesia (country),FSM,2017,0,0,0,0,0,0,,0,3299
Middle SDI,,2017,2951,1727,4856,2721,2296,14551,,0.19,
Moldova,MDA,2017,0,0,0,0,0,0,,0,5190
Mongolia,MNG,2017,0,0,0,0,0,0,,0,11841
Montenegro,MNE,2017,0,0,0,0,0,0,,0,16409
Morocco,MAR,2017,0,0,0,0,0,0,,0,7485
Mozambique,MOZ,2017,9014,1843,4208,2539,820,18424,,19.57,1136
Myanmar,MMR,2017,427,278,1596,1097,288,3686,,0.6,5592
Namibia,NAM,2017,3,1,3,1,1,9,,0.48,9542
Nepal,NPL,2017,276,182,120,84,62,724,,0.12,2443
Netherlands,NLD,2017,0,0,0,0,0,0,,0,48473
New Zealand,NZL,2017,0,0,0,0,0,0,,0,36086
Nicaragua,NIC,2017,0,0,1,0,1,2,,0.27,5321
Niger,NER,2017,20620,2402,3237,2761,1465,30485,,21.36,926
Nigeria,NGA,2017,104085,10307,18195,13253,6400,152240,,12.98,5338
North Africa and Middle East,,2017,1077,279,2018,313,128,3815,,0.29,
North America,,2017,0,0,0,0,0,0,,0,53192
North Korea,PRK,2017,0,0,1,1,0,2,,0.13,
Northern Ireland,,2017,0,0,0,0,0,0,,0,
Northern Mariana Islands,MNP,2017,0,0,0,0,0,0,,0,
Norway,NOR,2017,0,0,0,0,0,0,,0,64800
Oceania,,2017,79,28,357,158,23,645,,3.78,
Oman,OMN,2017,0,0,0,0,0,0,,0,37961
Pakistan,PAK,2017,1060,2210,894,456,379,4999,,1.03,5035
Palestine,PSE,2017,0,0,0,0,0,0,,0,4450
Panama,PAN,2017,0,0,0,0,0,0,,0.12,22267
Papua New Guinea,PNG,2017,75,26,337,148,21,607,,4.52,3823
Paraguay,PRY,2017,0,0,0,0,0,0,,0,8827
Peru,PER,2017,0,0,3,1,2,6,,0.36,12237
Philippines,PHL,2017,6,4,54,24,13,101,,0.1,7599
Poland,POL,2017,0,0,0,0,0,0,,0,27216
Portugal,PRT,2017,0,0,0,0,0,0,,0,27937
Puerto Rico,PRI,2017,0,0,0,0,0,0,,0,
Qatar,QAT,2017,0,0,0,0,0,0,,0,116936
Romania,ROU,2017,0,0,0,0,0,0,,0,23313
Russia,RUS,2017,0,0,0,0,0,0,,0,24766
Rwanda,RWA,2017,1087,177,908,682,199,3053,,2.57,1854
Saint Lucia,LCA,2017,0,0,0,0,0,0,,0,12952
Saint Vincent and the Grenadines,VCT,2017,0,0,0,0,0,0,,0,10727
Samoa,WSM,2017,0,0,0,0,0,0,,0,6022
Sao Tome and Principe,STP,2017,0,0,0,0,0,0,,0.63,3053
Saudi Arabia,SAU,2017,0,0,11,3,2,16,,0,49045
Scotland,,2017,0,0,0,0,0,0,,0,
Senegal,SEN,2017,631,126,611,529,249,2146,,1.74,2471
Serbia,SRB,2017,0,0,0,0,0,0,,0,14049
Seychelles,SYC,2017,0,0,0,0,0,0,,0,26382
Sierra Leone,SLE,2017,7432,845,1431,894,518,11120,,28.1,1390
Singapore,SGP,2017,0,0,0,0,0,0,,0,85535
Slovakia,SVK,2017,0,0,0,0,0,0,,0,30155
Slovenia,SVN,2017,0,0,0,0,0,0,,0,31401
Solomon Islands,SLB,2017,0,0,1,1,1,3,,4.88,2206
Somalia,SOM,2017,427,97,409,183,39,1155,,1.67,
South Africa,ZAF,2017,5,6,37,14,5,67,,0.01,12295
South Asia,,2017,24343,14082,9866,6384,4053,58728,,0.55,5915
South Korea,KOR,2017,0,0,1,0,1,2,,0.02,35938
South Sudan,SSD,2017,2388,344,672,364,95,3863,,10.89,
Southeast Asia,,2017,1011,615,6020,3220,2162,13028,,0.24,
"Southeast Asia, East Asia, and Oceania",,2017,1091,645,6423,3403,2220,13782,,0.12,
Southern Latin America,,2017,0,0,0,0,0,0,,0,
Southern Sub-Saharan Africa,,2017,409,146,143,49,24,771,,0.3,
Spain,ESP,2017,0,0,0,0,0,0,,0,34272
Sri Lanka,LKA,2017,0,0,0,0,0,0,,0,11669
Sub-Saharan Africa,,2017,327762,39322,90555,61100,24549,543288,,11.01,3467
Sudan,SDN,2017,937,228,1072,222,92,2551,,2.42,4467
Suriname,SUR,2017,0,0,2,1,0,3,,0.11,13767
Swaziland,SWZ,2017,2,0,2,1,0,5,,0.02,7739
Sweden,SWE,2017,0,0,0,0,0,0,,0,46949
Switzerland,CHE,2017,0,0,0,0,0,0,,0,57410
Syria,SYR,2017,0,0,0,0,0,0,,0,
Taiwan,TWN,2017,0,0,0,0,0,0,,0,
Tajikistan,TJK,2017,0,0,0,0,0,0,,0,2897
Tanzania,TZA,2017,8478,995,3149,1985,719,15326,,6.85,2683
Thailand,THA,2017,1,1,14,7,8,31,,0.08,16278
Timor,TLS,2017,0,0,1,0,0,1,,0.04,6570
Togo,TGO,2017,3177,511,1477,1177,562,6904,,30.81,1430
Tonga,TON,2017,0,0,0,0,0,0,,0,5426
Trinidad and Tobago,TTO,2017,0,0,0,0,0,0,,0,28763
Tropical Latin America,,2017,4,4,30,12,10,60,,0.08,
Tunisia,TUN,2017,0,0,0,0,0,0,,0,10849
Turkey,TUR,2017,0,0,0,0,0,0,,0,25129
Turkmenistan,TKM,2017,0,0,0,0,0,0,,0,16389
Uganda,UGA,2017,13926,1684,3952,1994,681,22237,,19.23,1698
Ukraine,UKR,2017,0,0,0,0,0,0,,0,7894
United Arab Emirates,ARE,2017,0,0,0,0,0,0,,0,67293
United Kingdom,GBR,2017,0,0,0,0,0,0,,0,39753
United States,USA,2017,0,0,0,0,0,0,,0,54225
United States Virgin Islands,VIR,2017,0,0,0,0,0,0,,0,
Uruguay,URY,2017,0,0,0,0,0,0,,0,20551
Uzbekistan,UZB,2017,0,0,0,0,0,0,,0,6253
Vanuatu,VUT,2017,0,0,0,0,0,0,,0.98,2922
Venezuela,VEN,2017,1,1,9,3,2,16,,0.94,
Vietnam,VNM,2017,50,25,537,401,405,1418,,0.08,6172
Wales,,2017,0,0,0,0,0,0,,0,
Western Europe,,2017,0,0,0,0,0,0,,0,
Western Sub-Saharan Africa,,2017,220405,24419,49204,36018,17477,347523,,14.53,
World,OWID_WRL,2017,354294,54342,108969,71239,30982,619826,,1.95,15469
Yemen,YEM,2017,0,0,5,1,1,7,,1.23,
Zambia,ZMB,2017,2415,359,1148,572,178,4672,,11.19,3689
Zimbabwe,ZWE,2017,398,139,99,32,18,686,,1.41,1900
